20567116,2740,2
20693091,101069,1
20591586,24633,1
20727088,224070,2
20727088,98305,4
20660933,51593,1
20660933,2773,1
20703057,52544,2
20718081,77590,1
20718081,77682,1
20705690,105447,1
20592668,22056,1
20592668,113353,1
20744847,22939,2
20727911,147749,2
20744342,125009,1
20713197,112739,1
20713197,70766,1
20713197,2733,1
20642982,213864,1
20671511,117797,3
20718351,39543,1
20744425,128061,1
20715424,59614,1
20741966,162166,1
20741966,8343,2
20744630,61381,4
20715519,149800,1
20707646,4279,1
20733988,174224,2
20709392,59680,5
20680830,34756,1
20744926,13226,1
20744856,29712,1
20744856,128844,1
20661829,4592,1
20624752,161986,1
20624752,78727,1
20698201,22052,3
20741859,40803,1
20744985,176235,1
20686449,60943,1
20535340,225515,1
20734885,110465,3
20734885,110465,1
20084024,224774,3
20084024,224774,1
20583014,225153,3
20583014,225153,1
20717505,225153,1
20670548,120513,2
20447267,73725,2
20447267,73725,1
20553342,224774,6
20553342,224774,2
20630753,120513,3
20630753,120513,1
20591586,225153,1
20744636,222718,1
20681242,113844,4
20590439,24520,1
20590439,147749,2
20739373,19025,1
20677406,21911,1
20684302,137536,1
20697209,96175,3
20664327,211907,1
20734885,114684,1
20698215,13226,1
20660621,55494,1
20670646,59159,1
20674142,87895,1
20743336,84228,1
20743314,53869,1
20723948,60465,2
20677089,51593,2
20719428,230580,3
20719428,27915,3
20719428,52651,3
20692002,85884,1
20692002,38360,1
20743440,216391,1
20436188,238993,1
20732097,37547,1
20717748,4601,1
20654816,60897,1
20432401,106204,3
20432401,4707,2
20654807,57358,1
20654807,39703,2
20716573,57319,2
20687782,153994,1
20726815,43409,1
20726815,55494,1
20661109,3474,1
20670800,4360,1
20743429,124499,1
20743397,125077,1
20459086,193332,1
20459086,160839,1
20696450,58659,1
20288565,55926,1
20743569,59614,1
20682173,81530,1
20688147,4601,2
20743633,78567,1
20647683,222870,1
20743655,241809,1
20743525,70435,1
20649753,230706,4
20614874,23124,1
20614874,214326,1
20614894,4592,2
20704299,132046,1
20704299,61214,1
20673785,15630,1
20743541,116882,1
20743541,150622,1
20672149,100120,1
20696952,19290,1
20690046,139107,1
20664134,128478,1
20572160,70831,1
20719850,4592,5
20743671,4919,1
20655948,61849,1
20629280,22095,1
20659588,120376,1
20695676,76541,1
20666215,234478,1
20665032,100120,1
20665032,2771,1
20743876,133462,1
20706746,217192,1
20712473,242597,1
20682110,130029,2
20723566,80779,1
20598601,4592,1
20657175,40676,1
20743919,1863,1
20743979,92211,4
20727689,57999,1
20727179,244589,1
20727179,55494,1
20694566,75218,2
20729474,23124,2
20583014,88390,1
20590099,134615,1
20653595,104617,1
20413415,84591,1
20413415,109716,1
20704741,1838,1
20693310,71859,2
20677011,85958,1
20725269,115163,2
20666925,92120,1
20690099,195937,2
20643222,193332,1
20643222,2733,2
20648500,46123,1
20680926,100299,1
20705221,61214,1
20705221,117797,1
20727259,48313,1
20437442,116882,1
20714461,170954,2
20743156,57390,1
20722663,24633,1
20689274,33712,2
20738621,128061,1
20651283,137827,1
20479441,118439,2
20744115,161254,1
20717505,38360,1
20717505,188769,2
20647152,44699,1
20630574,96674,1
20630574,61548,1
20744136,132046,1
20744136,5786,1
20744136,149383,1
20744136,153984,5
20663597,235873,1
20663597,73184,1
20613568,114684,1
20613568,123556,4
20715338,4601,1
20744158,61362,1
20706848,75218,1
20631261,58659,1
20695586,58020,1
20695586,59984,1
20735082,72508,1
20712257,39252,1
20613465,87206,1
20707673,92227,1
20743807,15051,1
20743807,29098,1
20689190,44169,6
20689190,74233,1
20571406,40594,2
20705904,198216,1
20744194,58263,2
20677393,225986,1
20653436,140583,1
20744225,1314,1
20669160,133227,1
20669160,31939,1
20725104,103918,1
20744345,39388,1
20711286,40299,1
20744507,230412,1
20554473,52544,1
20662406,80433,1
20744522,52544,1
20744418,158055,1
20744373,57354,1
20744373,133462,1
20687377,156713,1
20640567,55998,1
20584401,229819,3
20522327,43712,1
20743559,160239,1
20567134,102987,1
20567134,102606,1
20744429,193332,1
20597653,143540,1
20597653,124232,1
20744566,78212,1
20744426,34337,1
20501167,216634,1
20702366,61214,1
20702366,211907,1
20708557,55255,1
20725666,24038,1
20725666,3474,1
20651969,120471,2
20683711,117797,2
20495922,22052,1
20665350,39703,3
20691961,141373,1
20573667,80839,2
20573667,8627,1
20590150,188769,1
20575134,78727,1
20666183,57390,1
20666183,156713,1
20742559,48754,1
20591586,51593,2
20591586,19088,1
20727088,130029,1
20660933,29098,1
20660933,34982,1
20703057,156026,1
20705690,96175,1
20728792,60828,4
20744342,155615,1
20713197,37827,1
20744834,23124,1
20718351,57358,1
20744183,2733,1
20744425,125680,1
20715424,130586,1
20715424,136855,1
20571540,23680,2
20571540,133227,2
20722091,59614,2
20733988,48010,2
20680830,57319,1
20744872,57525,1
20722669,3405,1
20688281,165906,1
20661829,3405,1
20661829,1838,1
20674119,23124,3
20674119,4229,1
20694123,4279,1
20718894,137549,1
20703151,180939,1
20709156,136402,1
20709156,215824,2
20676042,106204,1
20676042,9805,2
20744921,57390,1
20691039,1863,2
20476761,80689,1
20693319,37352,1
20324383,224774,9
20707925,191456,2
20707925,191456,1
20743507,4115,2
20743507,4115,1
20683636,77963,2
20681242,113844,2
20381486,42417,2
20739373,95561,1
20731948,56194,1
20703500,60828,1
20730486,241719,2
20705320,129039,1
20734885,110305,1
20734885,45343,1
20688087,110655,2
20660621,111135,1
20743304,73725,1
20743304,59614,1
20723948,42432,1
20672566,39265,2
20672566,161317,1
20743351,59549,1
20719428,149800,2
20721859,96175,1
20645388,8983,1
20645388,1150,1
20706604,224070,1
20706604,92227,2
20588626,176235,2
20743440,34044,1
20743450,34044,1
20743450,110655,1
20743381,61381,1
20743394,43928,1
20654807,227146,1
20693294,243492,1
20722925,225515,2
20678603,193298,2
20609672,75218,2
20646680,37431,2
20738064,42949,1
20724930,217192,1
20651893,1838,1
20459086,4233,1
20459086,56034,1
20288565,9505,1
20707690,92073,1
20707690,138450,1
20725081,54315,1
20725081,41497,1
20647683,59549,1
20687488,2773,1
20718600,84945,1
20724595,120513,1
20614874,78214,3
20698470,147754,4
20698470,161254,1
20614894,75218,1
20613448,147749,2
20368958,137969,1
20743541,85884,1
20638662,99748,1
20638662,92073,1
20638662,40399,1
20638662,59938,1
20743656,149705,1
20672149,24038,1
20672149,29712,1
20711778,59680,1
20669581,114822,1
20435975,161254,1
20655948,100090,1
20706722,153643,1
20743680,59614,1
20084024,58707,1
20629280,100094,2
20562625,137590,1
20404931,139107,1
20643303,50847,1
20684160,130586,1
20683471,4676,1
20674054,241719,1
20723566,121396,1
20691517,123556,1
20691517,130029,4
20743758,39252,1
20737500,74812,1
20737500,97569,2
20542873,100120,1
20542873,75218,1
20727689,39652,1
20727689,102987,2
20727179,87772,2
20727179,139142,2
20727179,4279,2
20729474,58478,1
20709325,79988,1
20590099,2282,1
20743964,22056,1
20743978,169433,1
20693310,110305,1
20606116,86151,1
20731258,139107,1
20666925,88068,1
20744023,136402,1
20744023,4592,1
20648500,96175,1
20646251,147809,1
20437442,213864,1
20744018,158055,1
20744018,77682,1
20686835,116882,1
20647161,37848,1
20722663,96674,1
20689274,87467,1
20479441,74446,1
20479441,225598,1
20717505,100094,1
20717505,166173,3
20716242,51593,2
20647152,4919,1
20709150,85879,1
20709150,47985,1
20663597,76793,1
20613568,2771,1
20613568,61746,1
20642725,27638,1
20642725,58986,1
20578387,124232,1
20715338,80433,1
20614004,130029,1
20708715,1863,3
20744022,130409,1
20744174,35674,1
20687040,232027,1
20673890,57358,1
20673890,141000,1
20744032,1369,1
20705904,84525,2
20667573,141939,2
20704932,117797,2
20743294,106204,1
20743294,59680,1
20629841,86096,1
20677393,232080,1
20653436,113063,1
20744225,21049,1
20023877,53869,1
20687503,56194,2
20715353,213338,1
20744345,59549,1
20517365,54315,1
20642890,58986,1
20744403,8627,1
20693212,140651,1
20699504,140266,1
20554473,149705,2
20707150,3869,1
20263687,216391,2
20689611,4592,1
20581514,180939,1
20707924,128486,1
20707924,4592,1
20744421,4919,1
20726093,55154,1
20475448,146291,1
20706627,113063,1
20640567,57358,1
20744494,4279,1
20704494,158046,2
20522327,4592,1
20631342,27099,1
20626990,44460,1
20567134,75218,2
20324033,73725,1
20744566,60897,1
20720086,61643,1
20720086,133904,1
20720086,60018,2
20501167,117797,3
20667561,4919,1
20708557,113844,1
20631472,23124,1
20687173,4279,1
20706058,4592,1
20744242,148839,1
20644341,130029,2
20718248,103918,1
20686351,4601,1
20575134,214326,1
20575134,102606,1
20744771,121760,1
20630472,126109,1
20693091,224102,1
20689694,76138,1
20591586,29098,1
20681738,176235,1
20744672,3585,1
20703057,44681,1
20703057,1830,2
20744636,58707,1
20744636,57358,1
20728792,42645,1
20592668,145723,1
20744847,59614,1
20727911,37603,1
20720770,230937,1
20744425,52651,1
20676236,100598,1
20571540,39252,1
20571540,23124,1
20571540,1320,1
20744872,27099,1
20734168,15630,1
20698200,1863,2
20722194,156947,1
20688281,125031,1
20674119,153984,1
20698201,170632,1
20703151,182608,1
20703151,116930,1
20744985,81892,1
20649343,23124,2
20641323,40961,1
20662365,37508,2
20693319,124232,1
20668798,225153,3
20668798,225153,1
20668798,77963,2
20705415,47721,3
20707925,77963,2
20649993,77963,2
20649993,77963,1
20743758,211161,2
20263687,225153,3
20263687,225153,1
20475448,120513,3
20701003,139107,1
20705497,28058,1
20688720,182608,2
20668798,39703,1
20687357,225515,1
20666387,89700,1
20696893,59614,1
20696893,34337,1
20689077,59938,1
20711265,4229,1
20734885,224102,1
20664489,22052,2
20664489,8983,1
20688087,29178,1
20688087,60027,2
20459619,70718,1
20743313,73725,1
20670646,125654,1
20536032,27915,1
20686677,37835,1
20743336,4360,1
20743314,2773,1
20723948,87206,1
20743351,96674,1
20683413,37835,1
20645388,27638,1
20645388,235147,1
20718246,117797,2
20713614,4592,2
20713614,161256,3
20521427,78214,1
20521427,60027,1
20743440,110655,1
20732097,100601,1
20743394,127388,1
20654807,4279,1
20452038,83342,1
20661109,1411,1
20743545,4592,1
20609672,86456,1
20609672,97813,1
20609672,174224,1
20652219,39325,1
20738064,34953,1
20680298,29098,1
20680298,100090,1
20610852,72673,1
20742444,46123,1
20704960,186041,1
20743623,1411,1
20743623,1863,3
20743633,57390,1
20743633,113063,2
20697309,4588,1
20743525,245037,1
20436859,58707,2
20687488,40594,1
20689156,75719,1
20689156,213951,1
20517993,57358,1
20668609,40676,1
20668609,51288,1
20698470,78727,1
20698470,72508,2
20613448,25854,1
20613448,41687,1
20724977,139786,1
20673785,230934,2
20725529,3869,1
20725529,176235,1
20743541,55926,1
20646833,156026,2
20638662,1863,1
20743656,235644,1
20743656,1382,1
20672149,78261,2
20617139,61147,1
20435975,56194,1
20743821,78727,1
20735477,58659,5
20084024,213951,1
20743722,85884,1
20672208,2733,1
20743906,1830,1
20706746,130076,1
20712473,58707,1
20674054,193143,1
20598601,1863,1
20598601,58659,1
20598601,46250,1
20691517,1863,2
20638844,37835,1
20592037,178792,1
20542873,35046,1
20709325,97813,1
20538257,140583,1
20743998,39308,1
20663457,31939,1
20413415,183381,1
20693310,123556,1
20705863,22830,2
20606116,224069,1
20731258,211907,1
20666925,84228,1
20648500,57390,1
20744018,71859,1
20647161,39265,3
20711678,93541,1
20711678,36770,1
20744065,113656,1
20738621,211576,1
20647152,58707,1
20647152,8983,1
20630574,4239,1
20630574,8983,1
20736643,24634,1
20686716,235644,2
20613568,61147,1
20670548,21911,1
20707059,42193,1
20707059,39252,1
20689765,100405,1
20631261,217192,3
20712547,2343,1
20687040,110655,1
20742790,55998,1
20744318,120513,1
20744032,227520,1
20666808,138443,1
20613465,106204,2
20698617,37292,1
20689190,226443,4
20689222,16067,2
20743294,37547,1
20629841,98951,1
20629841,102459,1
20677393,25854,2
20744225,85818,1
20725104,140651,1
20722775,147809,1
20722775,52383,4
20642890,1411,1
20447267,55926,1
20707150,126109,1
20744373,57999,1
20707924,145644,1
20740885,1863,1
20685848,3363,1
20726093,82465,1
20744494,125077,2
20744494,3585,1
20744592,75218,3
20744592,230826,1
20626990,2773,1
20324033,102987,2
20324033,59614,1
20744566,75719,1
20702366,174143,1
20708557,3684,1
20631472,60660,1
20631472,51879,1
20689615,113063,1
20703002,79890,1
20713914,58707,2
20495922,101065,1
20495922,41694,1
20592954,23124,6
20668486,153984,1
20609091,4279,1
20708337,186041,1
20630472,131436,1
20630472,58986,1
20716541,87295,1
20660877,139107,1
20726651,117797,1
20689694,32738,1
20744636,136702,1
20656240,142436,1
20656240,138987,1
20744690,48010,1
20416825,16594,1
20713197,4592,1
20720770,100189,1
20744183,86456,1
20715424,153643,1
20676236,76304,1
20744630,57308,1
20722091,55926,1
20744872,3684,1
20734168,224070,1
20734168,55154,1
20744791,149196,1
20716282,4588,1
20622873,96169,1
20718894,87772,1
20718894,125077,2
20721077,121566,1
20703151,140266,1
20703151,130029,1
20664962,241442,1
20565150,60943,1
20641323,27915,1
20476761,84945,2
20476761,49064,2
20693319,1150,1
20413415,110458,1
20686353,136546,1
20668798,77963,1
20707925,77963,1
20689156,224774,6
20655948,225153,3
20743758,211161,1
20475448,120513,1
20638442,60639,1
20701003,60962,1
20705497,43581,1
20590439,193143,1
20687357,162166,1
20381486,117797,6
20666387,188769,2
20696893,85958,1
20689077,19290,1
20703500,58707,1
20677406,23124,2
20684302,136833,1
20705415,78055,1
20664489,24520,1
20700678,57394,1
20688578,32738,1
20666511,131839,1
20670646,130586,2
20728579,94074,1
20536032,27099,1
20686677,34953,1
20686677,214991,1
20705309,52108,4
20743351,39252,1
20683413,1830,1
20737663,138474,5
20610620,59433,1
20743394,60027,2
20654816,60567,1
20647073,4592,2
20452038,80223,1
20452038,3474,1
20452038,4235,1
20678603,95042,1
20743545,75719,1
20645329,3869,1
20652219,113785,1
20670800,13226,3
20743429,132046,1
20706545,127785,1
20604948,152449,1
20610852,1863,1
20610852,48349,2
20405117,86268,1
20622312,102606,1
20660028,71259,1
20647683,59614,3
20743226,8983,1
20697309,48010,1
20063057,40595,1
20689156,42193,2
20718600,224070,1
20643154,161256,1
20643154,2744,1
20643154,8343,4
20652411,32321,1
20743710,60962,1
20654562,54953,1
20725529,137590,1
20672149,116461,2
20743789,156026,2
20742736,98951,1
20435975,115163,1
20193524,130029,3
20743821,21911,2
20743821,56195,2
20518226,3583,1
20655948,70435,1
20655948,230580,1
20726186,96674,1
20404931,148838,1
20695676,4601,1
20665032,193298,3
20648866,1830,1
20683471,100598,1
20109245,89009,1
20674054,81929,1
20674054,57358,1
20670277,22052,1
20691517,85879,1
20691517,75719,1
20743758,60027,1
20395402,39195,1
20743979,221685,3
20657636,60962,2
20644764,60962,1
20706742,222058,2
20663457,235873,1
20413415,80385,1
20413415,85879,2
20693310,1863,1
20705863,32738,1
20606116,85884,1
20606116,19290,1
20606116,134876,1
20707942,162166,1
20743954,75719,1
20648500,59984,1
20709527,57358,1
20470809,53869,1
20655528,133227,1
20651283,97813,1
20658723,46123,1
20709150,86226,1
20724580,88809,1
20669286,3405,1
20708715,59898,1
20658628,226898,1
20712547,3869,1
20712547,37258,1
20744300,129805,1
20673890,82465,1
20666127,91942,1
20744318,77963,2
20666808,1863,2
20668108,3583,1
20668108,165569,1
20739592,57390,2
20743807,116882,1
20708079,132046,1
20708079,2733,2
20708079,59898,1
20689222,27511,1
20743294,92120,1
20629841,86309,1
20744291,113799,1
20669355,43928,1
20744395,32339,1
20652157,23680,1
20123575,61214,2
20123575,23124,1
20725104,125077,2
20725104,24633,1
20688550,145699,1
20447267,3869,1
20707779,230412,1
20706474,34953,1
20263687,57319,3
20585324,57319,1
20721461,128844,1
20707924,120974,1
20707924,83238,1
20707924,112739,1
20475448,58707,1
20475448,120513,2
20728230,5526,3
20728230,22052,4
20744592,1838,1
20631342,61214,1
20744566,60567,1
20744426,85958,1
20630753,211907,1
20744621,86456,1
20631472,85958,1
20703002,120513,2
20438172,153643,1
20688643,76182,1
20706058,40891,1
20742053,163767,1
20744645,106204,1
20575134,70243,2
20575134,24479,2
20693091,162166,1
20693091,25854,1
20688533,238573,1
20689694,1314,1
20718650,23868,2
20718650,42389,1
20656240,147749,1
20744690,22052,1
20734851,58707,1
20659782,72673,1
20744342,114502,5
20720770,42645,1
20671511,125031,1
20671511,102987,2
20744834,59433,1
20744630,80672,4
20571540,100274,1
20568339,3854,1
20400663,61214,1
20744791,55998,2
20744791,41497,3
20666237,9505,1
20744937,133462,1
20563748,39620,1
20563748,78727,1
20724328,216391,1
20724328,97569,1
20703151,83298,1
20705167,3869,1
20728510,22052,2
20726955,238993,1
20684563,34337,1
20641323,138363,1
20641323,242844,1
20653246,229802,10
20649008,136397,1
20693319,23124,2
20681242,113785,7
20681242,56195,1
20743185,77963,2
20654562,77963,2
20654562,77963,1
20655948,225153,1
20660877,132781,2
20660877,132781,1
20638442,1863,1
20705497,3869,1
20688720,56194,1
20704743,117891,2
20666387,39652,1
20632972,59680,1
20703500,6724,1
20508142,22830,1
20677406,217192,2
20324383,23124,2
20684302,120448,1
20724660,148838,1
20042219,102987,2
20042219,22056,2
20734885,225515,1
20734885,117941,1
20711914,55496,1
20705415,58013,2
20705415,125424,4
20688087,42949,1
20622133,133462,1
20666511,4707,1
20728579,23124,1
20536032,61381,2
20707925,23124,1
20686677,17844,1
20672566,44045,1
20672566,183381,1
20683413,173382,1
20683413,162166,1
20719584,50873,1
20645388,106204,1
20737663,14269,1
20697960,59984,1
20706604,1863,4
20743450,85884,1
20743450,38360,1
20743394,193298,1
20673737,80433,1
20654816,23124,1
20647073,85879,2
20647073,130029,2
20743522,46278,2
20627167,60943,1
20743545,97813,1
20743545,42193,2
20743545,2198,3
20743545,130029,2
20645329,115163,1
20370839,23124,1
20680298,85879,1
20459086,4279,2
20288565,211576,1
20610852,137632,1
20743623,4360,1
20660028,27099,1
20743633,60943,2
20647683,130586,1
20743657,90313,3
20063057,23124,1
20743507,152844,1
20689156,21811,3
20517993,34485,1
20517993,21911,1
20724595,24038,1
20649753,57358,1
20652411,121146,1
20743710,100741,1
20646833,4592,1
20743583,35143,1
20693828,168745,1
20742736,25841,1
20669581,57354,1
20617139,57354,1
20617139,11411,2
20743821,46250,1
20726876,52544,3
20648082,39276,1
20743635,161254,1
20743635,165789,1
20706722,130586,2
20695676,58707,1
20648866,88809,1
20743906,59614,1
20662994,162166,1
20706063,79988,1
20709924,100601,1
20657175,241809,1
20395402,137623,1
20603387,176235,1
20706592,95586,1
20669744,52651,1
20698913,88390,1
20698913,4707,1
20693310,51593,2
20677011,17844,1
20731258,24633,1
20690099,34044,1
20592486,3854,4
20575856,81530,1
20646251,102987,2
20744068,52651,1
20743156,4592,2
20722663,227081,1
20655528,2051,1
20651283,106204,1
20744115,132046,2
20717505,106204,2
20717505,51593,2
20630574,3869,1
20655700,149196,1
20674931,70831,1
20674931,124352,1
20724580,59680,1
20631261,52108,2
20658628,139006,2
20712547,24698,1
20743855,137632,1
20743855,174484,1
20680876,34953,1
20728242,96672,1
20744318,209317,2
20652302,85879,1
20652302,92120,2
20666808,120032,1
20668108,148838,1
20744309,129805,1
20711751,117797,1
20708079,59614,1
20669355,4588,1
20023877,198216,1
20744366,43928,1
20744403,4601,2
20257364,70435,1
20740885,60660,1
20685848,24479,1
20640567,23124,4
20744464,82588,1
20744464,87772,1
20673076,148711,2
20741145,135744,1
20728230,29098,2
20744107,1863,1
20744494,92211,1
20651810,110458,1
20744592,148711,2
20724911,230412,2
20560794,182608,1
20734533,6724,1
20744426,129123,1
20656018,58020,1
20703002,48010,1
20724322,75475,1
20724322,242844,1
20670849,98305,5
20744656,13744,2
20744656,89839,2
20744656,70398,1
20644341,121760,1
20644341,156026,1
20744645,86151,1
20744512,113063,1
20727094,29712,1
20689694,24479,1
20681738,4279,1
20660268,141305,1
20660268,214326,1
20703057,73725,2
20703057,156274,1
20744636,4152,1
20667779,2733,2
20744690,80385,2
20744690,140651,2
20744690,43928,1
20744829,29138,1
20659782,70831,1
20713197,125077,1
20720770,59035,1
20463356,32738,1
20662748,38358,1
20718351,59159,1
20571540,131065,2
20571540,100090,1
20571540,2282,1
20568339,83342,5
20744903,52651,1
20741782,170297,1
20698200,70604,1
20698200,44182,1
20722194,137590,1
20622873,58707,1
20622873,235147,1
20674119,2773,1
20624752,58707,1
20694123,148437,1
20631334,141358,2
20563748,47559,1
20563748,126682,1
20709156,60974,1
20705167,101744,1
20705167,30885,1
20660294,214991,1
20684563,214326,1
20693977,100405,1
20649008,100112,1
20674119,110458,1
20743185,77963,1
20742444,120513,1
20630472,120513,3
20630472,120513,1
20728102,120513,3
20728102,120513,1
20638442,60943,1
20705497,43928,1
20705497,2773,1
20688720,80672,1
20668798,22052,1
20743206,78686,2
20324383,168745,1
20042219,148839,1
20734885,238993,1
20711914,147749,1
20516392,92227,1
20688578,17024,1
20688578,56195,1
20666511,222718,3
20728579,140651,1
20728579,134930,1
20698088,23124,1
20707925,152310,1
20743314,215698,1
20688685,19290,1
20705309,149047,1
20688314,141373,1
20717284,4601,1
20677703,224069,1
20718246,86456,1
20610620,24479,1
20697960,58707,2
20674373,104197,1
20717748,86456,1
20657064,16849,1
20309425,24520,1
20700740,97813,1
20662577,109716,1
20452038,42949,1
20501253,1863,1
20370839,97813,1
20652219,16849,1
20604948,57394,1
20610852,225502,2
20688147,99174,1
20743544,4592,1
20660028,188769,1
20743538,100120,1
20647683,60943,2
20737173,58707,1
20737173,23124,2
20743525,29712,1
20743507,100015,1
20689156,224069,1
20643154,23124,2
20614874,5526,1
20691903,60639,1
20725268,4279,1
20654562,126682,1
20743789,4592,1
20724938,15630,1
20742736,1838,1
20669581,57319,2
20617139,160678,1
20572160,75719,2
20743592,188769,1
20518226,40594,1
20743671,140495,1
20585196,135387,6
20627474,1150,1
20726186,1150,1
20404931,27099,1
20695676,60974,1
20665032,37547,2
20499797,29098,1
20658950,27907,1
20648866,59614,1
20743890,106204,1
20743890,86492,1
20743910,59549,1
20743670,4919,1
20743670,232027,1
20706063,100679,1
20598601,83342,1
20670277,60581,1
20670277,1863,2
20743851,225515,1
20592037,1411,3
20592037,21911,1
20395402,60974,1
20395402,4239,1
20702360,141865,1
20694566,128844,2
20694566,125400,1
20709325,54315,1
20706205,230827,1
20743810,113656,1
20704741,80385,1
20743638,47985,1
20707942,81509,1
20677011,34337,1
20592486,1863,1
20646251,141305,1
20744031,99174,1
20744068,56194,2
20744068,1111,1
20709527,4152,1
20743156,77963,1
20470809,60962,2
20722663,43928,2
20711678,58478,1
20729251,96175,1
20697287,126856,2
20724799,29098,1
20743741,2773,2
20642725,58707,1
20642725,73013,1
20706622,57999,8
20706622,4235,4
20706622,27638,4
20743855,59614,2
20680876,156026,1
20680876,214326,1
20728242,240881,1
20744032,37263,1
20652302,224069,1
20666808,59938,1
20658094,88405,1
20658094,156064,1
20658094,1485,2
20689222,162166,1
20689222,8627,1
20683025,119024,1
20683025,100601,1
20669430,32321,1
20744291,47985,3
20744225,121760,1
20705208,56195,1
20023877,84154,1
20023877,13744,1
20671297,162166,1
20687503,52544,1
20726812,116942,1
20640567,214326,1
20673076,127388,1
20728230,128609,4
20744107,97813,1
20744494,4239,1
20651810,203029,5
20667026,26741,1
20653390,24634,1
20744077,85884,1
20626990,57308,1
20626990,97813,1
20734533,193298,1
20699101,58659,2
20670020,21911,1
20670020,28058,1
20744426,22052,1
20630753,37848,1
20610365,46250,1
20644459,238993,1
20630427,61214,1
20703002,22052,1
20712169,41640,1
20592954,126856,1
20744656,137698,1
20744242,96219,1
20644341,102987,2
20644341,120376,1
20744753,86287,1
20575134,43669,1
20705656,39620,2
20563462,22056,1
20691421,73361,1
20712293,188769,2
20727094,145486,1
20726651,3854,1
20591586,40299,1
20678370,226443,1
20667779,136397,1
20722090,47477,1
20726602,119796,2
20726602,13226,2
20744745,241719,1
20688151,193298,3
20720770,106204,1
20720770,51593,1
20720770,84945,1
20463356,149123,1
20695284,109716,1
20695284,23868,1
20695284,155493,1
20671511,116882,1
20744903,41694,1
20724345,121760,1
20698200,19088,1
20694123,88405,1
20694123,125400,1
20724328,70435,2
20705167,39276,1
20684563,85958,1
20641323,102987,2
20649008,55494,1
20700542,89700,1
20681242,100120,1
20652219,136546,1
20660621,225153,1
20617139,113844,2
20617139,113844,1
20123575,224753,1
20638442,4605,2
20705497,57308,1
20590439,56194,1
20739307,102987,1
20677406,59614,3
